timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W]
2026/09/25 06:42:24.162, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.49 W
2026/09/25 06:42:24.363, 100 %, 27 %, 46937 MiB, 49140 MiB, 299.49 W
2026/09/25 06:42:24.563, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.31 W
2026/09/25 06:42:24.763, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.31 W
2026/09/25 06:42:24.963, 100 %, 29 %, 46937 MiB, 49140 MiB, 299.31 W
2026/09/25 06:42:25.164, 0 %, 0 %, 46937 MiB, 49140 MiB, 248.58 W
2026/09/25 06:42:25.364, 0 %, 0 %, 46937 MiB, 49140 MiB, 248.58 W
2026/09/25 06:42:25.564, 0 %, 0 %, 46937 MiB, 49140 MiB, 158.39 W
2026/09/25 06:42:25.766, 0 %, 0 %, 46937 MiB, 49140 MiB, 158.39 W
2026/09/25 06:42:25.966, 0 %, 0 %, 46937 MiB, 49140 MiB, 158.39 W
2026/09/25 06:42:26.166, 0 %, 0 %, 46937 MiB, 49140 MiB, 123.00 W
2026/09/25 06:42:26.366, 0 %, 0 %, 46937 MiB, 49140 MiB, 123.00 W
2026/09/25 06:42:26.567, 0 %, 0 %, 46937 MiB, 49140 MiB, 123.00 W
2026/09/25 06:42:26.767, 0 %, 0 %, 46937 MiB, 49140 MiB, 123.00 W
2026/09/25 06:42:26.967, 0 %, 0 %, 46937 MiB, 49140 MiB, 123.00 W
2026/09/25 06:42:27.168, 0 %, 0 %, 46937 MiB, 49140 MiB, 94.95 W
2026/09/25 06:42:27.368, 0 %, 0 %, 46937 MiB, 49140 MiB, 94.95 W
2026/09/25 06:42:27.568, 0 %, 0 %, 46937 MiB, 49140 MiB, 94.95 W
2026/09/25 06:42:27.769, 0 %, 0 %, 46937 MiB, 49140 MiB, 94.95 W
2026/09/25 06:42:27.970, 0 %, 0 %, 46937 MiB, 49140 MiB, 94.95 W
2026/09/25 06:42:28.170, 0 %, 0 %, 46937 MiB, 49140 MiB, 84.82 W
2026/09/25 06:42:28.370, 0 %, 0 %, 46937 MiB, 49140 MiB, 84.82 W
2026/09/25 06:42:28.571, 0 %, 0 %, 46937 MiB, 49140 MiB, 84.82 W
2026/09/25 06:42:28.771, 0 %, 0 %, 46937 MiB, 49140 MiB, 84.82 W
2026/09/25 06:42:28.971, 0 %, 0 %, 46937 MiB, 49140 MiB, 84.82 W
2026/09/25 06:42:29.171, 0 %, 0 %, 46937 MiB, 49140 MiB, 75.17 W
2026/09/25 06:42:29.372, 0 %, 0 %, 46937 MiB, 49140 MiB, 75.17 W
2026/09/25 06:42:29.572, 0 %, 0 %, 46937 MiB, 49140 MiB, 75.17 W
2026/09/25 06:42:29.773, 0 %, 0 %, 46937 MiB, 49140 MiB, 75.17 W
2026/09/25 06:42:29.973, 0 %, 0 %, 46937 MiB, 49140 MiB, 75.17 W
2026/09/25 06:42:30.174, 0 %, 0 %, 46937 MiB, 49140 MiB, 75.09 W
2026/09/25 06:42:30.374, 0 %, 0 %, 46937 MiB, 49140 MiB, 75.09 W
2026/09/25 06:42:30.574, 0 %, 0 %, 46937 MiB, 49140 MiB, 75.09 W
2026/09/25 06:42:30.775, 0 %, 0 %, 46937 MiB, 49140 MiB, 75.09 W
2026/09/25 06:42:30.975, 0 %, 0 %, 46937 MiB, 49140 MiB, 75.09 W
2026/09/25 06:42:31.175, 0 %, 0 %, 46937 MiB, 49140 MiB, 74.98 W
2026/09/25 06:42:31.375, 0 %, 0 %, 46937 MiB, 49140 MiB, 74.98 W
2026/09/25 06:42:31.576, 0 %, 0 %, 46937 MiB, 49140 MiB, 74.98 W
2026/09/25 06:42:31.777, 0 %, 0 %, 46937 MiB, 49140 MiB, 74.98 W
2026/09/25 06:42:31.977, 0 %, 0 %, 46937 MiB, 49140 MiB, 74.98 W
2026/09/25 06:42:32.178, 0 %, 0 %, 46937 MiB, 49140 MiB, 74.86 W
2026/09/25 06:42:32.378, 0 %, 0 %, 46937 MiB, 49140 MiB, 74.86 W
2026/09/25 06:42:32.578, 0 %, 0 %, 46937 MiB, 49140 MiB, 74.86 W
2026/09/25 06:42:32.778, 0 %, 0 %, 46937 MiB, 49140 MiB, 74.86 W
2026/09/25 06:42:32.979, 0 %, 0 %, 46937 MiB, 49140 MiB, 74.86 W
2026/09/25 06:42:33.179, 0 %, 0 %, 46937 MiB, 49140 MiB, 74.78 W
2026/09/25 06:42:33.379, 0 %, 0 %, 46937 MiB, 49140 MiB, 74.78 W
2026/09/25 06:42:33.580, 0 %, 0 %, 46937 MiB, 49140 MiB, 74.78 W
2026/09/25 06:42:33.781, 0 %, 0 %, 46937 MiB, 49140 MiB, 74.78 W
2026/09/25 06:42:33.981, 0 %, 0 %, 46937 MiB, 49140 MiB, 74.78 W
2026/09/25 06:42:34.181, 0 %, 0 %, 46937 MiB, 49140 MiB, 74.72 W
2026/09/25 06:42:34.382, 0 %, 0 %, 46937 MiB, 49140 MiB, 74.72 W
2026/09/25 06:42:34.582, 0 %, 0 %, 46937 MiB, 49140 MiB, 74.72 W
2026/09/25 06:42:34.782, 0 %, 0 %, 46937 MiB, 49140 MiB, 74.72 W
2026/09/25 06:42:34.982, 0 %, 0 %, 46937 MiB, 49140 MiB, 74.72 W
2026/09/25 06:42:35.183, 0 %, 0 %, 46937 MiB, 49140 MiB, 74.67 W
2026/09/25 06:42:35.383, 0 %, 0 %, 46937 MiB, 49140 MiB, 74.67 W
2026/09/25 06:42:35.583, 0 %, 0 %, 46937 MiB, 49140 MiB, 74.67 W
2026/09/25 06:42:35.785, 0 %, 0 %, 46937 MiB, 49140 MiB, 74.67 W
2026/09/25 06:42:35.985, 0 %, 0 %, 46937 MiB, 49140 MiB, 74.67 W
2026/09/25 06:42:36.185, 0 %, 0 %, 46937 MiB, 49140 MiB, 74.62 W
2026/09/25 06:42:36.385, 0 %, 0 %, 46937 MiB, 49140 MiB, 74.62 W
2026/09/25 06:42:36.586, 0 %, 0 %, 46937 MiB, 49140 MiB, 74.62 W
2026/09/25 06:42:36.786, 0 %, 0 %, 46937 MiB, 49140 MiB, 74.62 W
2026/09/25 06:42:36.986, 0 %, 0 %, 46937 MiB, 49140 MiB, 74.62 W
2026/09/25 06:42:37.187, 0 %, 0 %, 46937 MiB, 49140 MiB, 74.51 W
2026/09/25 06:42:37.387, 0 %, 0 %, 46937 MiB, 49140 MiB, 74.51 W
2026/09/25 06:42:37.587, 0 %, 0 %, 46937 MiB, 49140 MiB, 74.51 W
